title,story_points,state,type,priority,board_id,sprint_id,issue_id
als developer wil ik de database opzetten zodat het zo snel mogelijk,3.0,closed,Story,Normal,1,1,112041
als developer wil ik een basis opzetten voor de maaltijd bestel service zodat de service op de juiste plek draait,3.0,closed,Story,Normal,1,1,112040
als ontwikkelaar wil ik dat alle berichten die geproduceerd worden naar de message broker voldoen aan eenzelfde protocol zodat alle andere services dit op dezelfde manier kunnen verwerken,0.5,closed,Verbetering,Normal,1,1,112026
als zorgboodschap wil ik dat cyclussen niet overlappen als ze allebei actief zijn zodat de ontvanger altijd maar 1 actieve cyclus heeft,8.0,closed,Story,Normal,1,1,111933
als developer wil ik de foutafhandeling portal nalopen om te zorgen dat er nergens fouten optreden,2.0,closed,Verbetering,Normal,1,1,111657
als developer wil ik niet dat frontend allemaal onnodige data ontvangt,5.0,closed,Verbetering,Normal,1,1,111630
als developer wil ik dat de categorie van een cyclus als truefalse weergegeven wordt ipv feestdagnormaal zodat dit hetzelfde weergegeven kan worden als het huidige platform,2.0,closed,Verbetering,Normal,1,1,111627
als zorgboodschap wil ik de gastronormbak voorkeuren per ontvanger kunnen wijzigen zodat de ontvanger de juiste verpakkingen ontvangt,3.0,closed,Story,Normal,1,1,111578
als zorgboodschap wil ik de gastronormbak voorkeuren per ontvanger kunnen inzien zodat het mogelijk om te zien welke gastronormbakken de ontvanger kan ontvangen,3.0,closed,Story,Normal,1,1,111576
als zorgboodschap wil ik een overzicht hebben van alle ontvangers van een organisatie zodat ik makkelijk de ontvanger kan vinden die ik nodig heb,2.0,closed,Story,Normal,1,1,111567
als zorgboodschap wil ik een overzicht hebben van alle organisaties zodat ik makkelijk de organisatie kan vinden die ik nodig heb,2.0,closed,Story,Normal,1,1,111566
als medewerker wil ik direct menus kunnen toevoegen aan een nieuwe cyclus zodat ik niet eerst heen en weer tussen de overzichtspagina hoef,1.0,closed,Verbetering,Normal,1,1,111545
als developer wil ik cyclus samenstellen weer werkend maken zodat de medewerkers dit weer kunnen gebruiken,3.0,closed,Verbetering,Normal,1,1,111544
als medewerker wil ik zien waarom een validatie niet gelukt op basis van leverperiode zodat ik de nodige aanpassingen kan maken,3.0,closed,Story,Normal,1,1,111512
als medewerker wil ik zien waarom een validatie niet gelukt op basis van prijs zodat ik de nodige aanpassingen kan maken,3.0,closed,Story,Normal,1,1,111511
als medewerker wil ik weten de validatie aan het draaien zodat ik niet verder ga het systeem,1.0,closed,Story,Normal,1,1,111509
als medewerker wil ik producten een cyclus valideren op gastronormbakken zodat ik weet dat de klant deze kan bestellen,3.0,closed,Story,Normal,1,1,111455
als medewerker wil ik de producten een cyclus valideren op prijs zodat er achteraf geen fouten optreden bij de bestellingen,2.0,closed,Story,Normal,1,1,111364
als medewerker wil ik zien waarom een validatie niet gelukt op basis van gastronormbakken zodat ik de nodige aanpassingen kan maken,5.0,closed,Story,Normal,1,1,111292
als medewerker wil ik zien waarom het importeren van de diten mislukt zodat ik ontbrekende koppelingen kan leggen,3.0,closed,Story,Normal,1,1,111251
als developer wil ik de menus uit de import koppelen met de cyclus zodat gebruikers de juiste menus zien,5.0,closed,Story,Normal,1,1,111250
als medewerker wil ik de geuploade cyclus kunnen inzien zodat ik deze verder kan verwerken,3.0,closed,Story,Normal,1,1,111249
als medewerker wil ik zien waarom het importeren van de producten mislukt zodat ik ontbrekende koppelingen kan leggen,3.0,closed,Story,Normal,1,1,111246
als developer wil ik de producten uit de import koppelen met het assortiment zodat gebruikers de juiste menus ontvangen,3.0,closed,Story,Normal,1,1,111216
als medewerker wil ik op de hoogte gesteld worden als een upload mislukt zodat ik het nogmaals kan proberen,3.0,closed,Story,Normal,1,1,111215
nieuwe organisaties van kafka binnenhalen,1.0,closed,Taak,Normal,1,1,110945
als medewerker wil ik een lijst met verschillende product items kunnen zien binnen een product zodat ik kan zien welke soorten er zijn,3.0,closed,Story,Normal,1,1,110744
als medewerker wil ik de verreikte informatie van een product inzien zodat ik de extra informatie kan inzien,3.0,closed,Story,Normal,1,1,110633
sentry frontend implementatie om errors te loggen en het platform te monitoren,2.0,closed,Taak,Normal,1,1,110602
als medewerker wil ik een melding krijgen als een product inactief wordt die een cyclus zit zodat ik hierover contact kan opnemen met de betreffende ontvangers,5.0,closed,Story,Normal,1,1,110444
als medewerker wil ik een maaltijdbeheer dashboard hebben om vanuit daar naar de onderliggende paginas te gaan,1.0,closed,Story,Normal,1,1,110442
als medewerker wil ik een overzicht zien van alle producten zodat ik weet waarmee ik een menu kan samenstellen,3.0,closed,Story,Normal,1,1,110441
als medewerker wil ik gekoppelde producten zien aan een dieet zodat ik weet welke producten je mag eten bij dat dieet,3.0,closed,Story,Normal,1,1,110438
als medewerker wil ik een lijst kunnen zien van alle diten zodat ik weet welke diten er allemaal zijn,3.0,closed,Story,Normal,1,1,110436
als gebruiker wil ik een overzicht van dagen dat ik kan bestellen zodat ik mijn mogelijkheden weet,1.0,closed,Story,Normal,1,1,98137
als medewerker wil ik kunnen filteren op cycli die inactief zijn zodat ik inactieve cycli niet kan selecteren,1.0,closed,Story,Normal,1,1,108057
als medewerker wil ik cycli filteren vanaf een bepaalde week zodat ik sneller vind wat ik zoek,3.0,closed,Story,Normal,1,1,108056
als medewerker wil ik cycli zoeken met een bepaalde cyclus naam zodat ik sneller vind wat ik zoek,3.0,closed,Story,Normal,1,1,108055
als medewerker wil ik cycli zoeken van bepaalde ontvanger zodat ik alleen de cycli zie van de ontvanger waar ik interesse heb,3.0,closed,Story,Normal,1,1,108053
als medewerker wil ik een cyclus product kunnen vervangen voor een ander product zodat ik dit niet per cyclus hoef te regelen,5.0,closed,Story,Normal,1,1,109479
als medewerker wil ik bij het dupliceren van een menu feedback krijgen de target cyclus langer korter dan de huidige cyclus zodat ik weet ik actie moet ondernemen,2.0,closed,Story,Normal,1,1,108097
als medewerker wil ik een cyclus kunnen dupliceren zodat ik deze kan hergebruiken voor een andere organisatie,2.0,closed,Story,Normal,1,1,108096
als medewerker wil ik cycli zoeken van bepaalde organisatie zodat ik alleen de organisatie zie waar ik interesse heb,3.0,closed,Story,Normal,1,1,108052
als medewerker wil ik producten een cyclus valideren op leverperiode zodat ik weet dat de klant deze kan bestellen,2.0,closed,Story,Normal,1,1,108078
als medewerker wil ik een cyclus uploaden zodat ik niet alle informatie hoef te voeren,3.0,closed,Story,Normal,1,1,108063
als medewerker wil ik producten kunnen toevoegen aan een dieet zodat deze besteld kunnen worden,3.0,closed,Story,Normal,1,1,110335
als medewerker wil ik kunnen zoeken naar een dieet op naam zodat ik sneller werken kan,3.0,closed,Story,Normal,1,1,110336
als medewerker wil ik producten kunnen filteren op status zodat ik sneller het product vind wat ik zoek,5.0,closed,Story,Normal,1,1,110353
als medewerker wil ik een producten kunnen filteren op productgroep zodat ik sneller werken kan,5.0,closed,Story,Normal,1,1,110352
als medewerker wil ik een product kunnen zoeken op artikelnummer zodat ik sneller het product kan vinden wat ik zoek,5.0,closed,Story,Normal,1,1,110351
als medewerker wil ik een product kunnen zoeken op naam zodat ik sneller werken kan,5.0,closed,Story,Normal,1,1,110350
als medewerker wil ik meerdere diten koppelen aan een product zodat ik producten kan filteren binnen een cyclus,5.0,closed,Story,Normal,1,1,110357
als medewerker wil ik de status en details van een product item van een product kunnen zien zodat ik kan zien welke product items actief inactief zijn,3.0,closed,Story,Normal,1,1,110355
als medewerker wil ik een product kunnen inzien zodat ik meer te weten kom het product,3.0,closed,Story,Normal,1,1,110356
als medewerker wil ik een product kunnen verreiken zodat meer informatie het platform kunnen tonen,5.0,closed,Story,Normal,1,1,110333
als medewerker wil ik een dieet kunnen wijzigen zodat je data date,3.0,closed,Story,Normal,1,1,110362
als medewerker wil ik een dieet kunnen bekijken zodat ik meer gedetailleerde info kan zien,3.0,closed,Story,Normal,1,1,110360
als medewerker wil ik diten kunnen aanmaken zodat ik deze ook kan koppelen de cycli product,3.0,closed,Story,Normal,1,1,109477
eindweek mag niet eerder zijn dan startweek,1.0,closed,Verbetering,Normal,1,1,108598
als openapigebruiker wil ik geen passieve meetpunten terugkrijgen omdat de bestaande calls niet samenwerken met deze opzet,2.0,closed,Story,Normal,1,1,128272
vervang engelse naam rapport door nederlandse naam rapport bij nl weergave,1.0,closed,Story,Normal,1,1,128097
als beheerder wil ik meetdata voor no2 buisjes kunnen toevoegen,8.0,closed,Story,Normal,1,1,127018
als beheerder wil ik meetpunten voor no2 buisjes kunnen beheren,3.0,closed,Story,Normal,1,1,127014
als bezoeker wil ik de meetwaardes van een meetpunt voor no2 buisjes inzien,8.0,closed,Story,Normal,1,1,127010
als bezoeker wil ik meetpunten met no2 buisjes kunnen bekijken zodat ik van meer locaties de no2 concentraties kan inzien,5.0,closed,Story,Normal,1,1,127009
als beheerder wil ik via een bestand meetpunten kunnen toevoegen zodat er minder handwerk nodig,5.0,closed,Story,Normal,1,1,126825
verwerkingsdata prioriteit maken voor lki zodat deze altijd als eerst word afgerond,2.0,closed,Story,Normal,1,1,125981
op default meetpuntenkaart optie voor keuze component toevoegen,1.0,closed,Story,Normal,1,1,125928
menu informatie klapt uit bij mobiele weergave moet pulldown menu worden ook op website,3.0,closed,Story,Normal,1,1,125926
verwijderen menunaam bovenaan pagina bij mobiele weergave,1.0,closed,Story,Normal,1,1,125921
grafiek iedere datum nmalig weergeven,1.0,closed,Story,Normal,1,1,125918
componentvolgorde conform sorteervolgorde order uit cms altijd gelijk detailweergave,2.0,closed,Story,Normal,1,1,125917
sorteervolgorde toevoegen cms en hanteren binnen informatie,2.0,closed,Story,Normal,1,1,125916
verwerking verwachtingsdata optimaliseren soms ontbreekt een component door een timeout,5.0,closed,Story,Normal,1,1,125915
decimalen toevoegen bij enkele componenten,5.0,closed,Verbetering,Normal,1,1,124490
alternatieve legenda indien cms opgenomen gebruik van eenvoudige legenda show simple legend,3.0,closed,Verbetering,Normal,1,1,124150
user want see 404 page access requested page,1.0,closed,Story,Normal,1,1,123518
user want check table measuring station track collected data,3.0,closed,Story,Normal,1,1,123516
user want view graph details measuring station track collected data,8.0,closed,Story,Normal,1,1,123515
frontend luchtmeetnet want able manage information backoffice,8.0,closed,Story,Normal,1,1,123453
backend luchtmeetnet want able manage information backoffice,5.0,closed,Story,Normal,1,1,123394
user want search save name location,3.0,closed,Story,Normal,1,1,122925
optimize styling displaying map view,2.0,closed,Story,Normal,1,1,122920
user want see measurements last updated,2.0,closed,Story,Normal,1,1,122626
user want able select component filter stations based component selection,3.0,closed,Story,Normal,1,1,122625
user want see legend quality classifications,2.0,closed,Story,Normal,1,1,122623
user want stations control room linked stations website,2.0,closed,Story,Normal,1,1,122476
user want possibility switch dutch english,3.0,closed,Story,Normal,1,1,122445
add basic implementation open source map viewer,8.0,closed,Taak,Normal,1,1,122413
setup luchtmeetnet frontend repository gitlab,1.0,closed,Taak,Normal,1,1,122411
user want see emergency page emergency know happening,3.0,closed,Story,Normal,1,1,122328
user want see contact details meetnetten contact,3.0,closed,Story,Normal,1,1,122327
user want see latest news date,3.0,closed,Story,Normal,1,1,122326
user want see details component see measurements different stations,5.0,closed,Story,Normal,1,1,122319
user want see table page measurements stations easily compare,5.0,closed,Story,Normal,1,1,122318
user want open detail pane measuring station track collected data,3.0,closed,Story,Normal,1,1,122317
user want see smog alarm aware current situation,3.0,closed,Story,Normal,1,1,122316
user want see measuring stations map good overview,8.0,closed,Story,Normal,1,1,122315
user want see table location compare easily,5.0,closed,Story,Normal,1,1,122313
user want see graph location see situation time,8.0,closed,Story,Normal,1,1,122312
user want get info lki know means,2.0,closed,Story,Normal,1,1,122311
user want see prediction map location keep track situation,8.0,closed,Story,Normal,1,1,122310
user want know current lki location know,3.0,closed,Story,Normal,1,1,122309
user want location saved always see predictions location,2.0,closed,Story,Normal,1,1,122308
list source files filebrowser organisation,2.0,closed,Taak,Normal,1,1,121043
user want able download sos measurements csv,5.0,closed,Story,Normal,1,1,120987
user want able determine municipality based given latlon,3.0,closed,Story,Normal,1,1,120985
user want see component limits website retrieve component details,3.0,closed,Story,Normal,1,1,120974
documentatie data verwerking beschikbaar,8.0,closed,Taak,Normal,1,1,120961
user want view processed measurement files via closed api,2.0,closed,Story,Normal,1,1,120959
user want able list concentrations rivm ascii via open api,1.0,closed,Story,Normal,1,1,120939
user want able retrieve concentration rivm ascii via open api,1.0,closed,Story,Normal,1,1,120938
developer want filter lkis time frames stations,1.0,closed,Story,Normal,1,1,120915
user want retrieve sos timeseriesmeasurements,5.0,closed,Story,Normal,1,1,120896
want different roles set right level access system,5.0,closed,Verbetering,Normal,1,1,120781
developer want lki pre calculated,3.0,closed,Story,Normal,1,1,120739
user want able retrieve monthly measurements month specific station,1.0,closed,Story,Normal,1,1,120737
user want able retrieve daily measurements month specific station,1.0,closed,Story,Normal,1,1,120736
developer want overview openstaande incoming files determine state xml processing,5.0,closed,Story,Normal,1,1,120735
developer want monthly median values stations component pre aggregated calculated insertion new measurement,3.0,closed,Story,Normal,1,1,120734
developer want daily median values stations component pre aggregated calculated insertion new measurement,3.0,closed,Story,Normal,1,1,120733
user want able filter values measurement list call,3.0,closed,Story,Normal,1,1,120732
user want able list measurements specific station via open api,2.0,closed,Story,Normal,1,1,120731
developer want cd pipeline lambdaxml,3.0,closed,Story,Normal,1,1,120575
developer want know write database lambda,2.0,closed,Taak,Normal,1,1,120388
developer want way disclose closed api luchtmeetnet application,8.0,closed,Story,Normal,1,1,120342
developer want unit tests covering steps processing measurements,5.0,closed,Story,Normal,1,1,120341
developer want load test,5.0,closed,Story,Normal,1,1,120340
developer want cd pipeline api,2.0,closed,Story,Normal,1,1,120338
developer want ci pipeline,1.0,closed,Story,Normal,1,1,120337
developer want deployment diagram webserver,2.0,closed,Story,Normal,1,1,120336
developer want date drawing aws architecture,1.0,closed,Story,Normal,1,1,120335
developer want sync sos offeringsreports database,5.0,closed,Story,Normal,1,1,120334
developer want read generated sql s3 write database,2.0,closed,Story,Normal,1,1,120333
developer want write generated sql s3,1.0,closed,Story,Normal,1,1,120332
developer want process ascii files sqlstatements,1.0,closed,Story,Normal,1,1,120331
developer want retrieve ascii files rivms server api,5.0,closed,Story,Normal,1,1,120330
developer want write processed measurements database,3.0,closed,Story,Normal,1,1,120329
developer want xml measurements processed lambda,3.0,closed,Story,Normal,1,1,120328
developer want method ensure recent measurements processed first,2.0,closed,Story,Normal,1,1,120327
developer want move uploaded xmls s3,3.0,closed,Story,Normal,1,1,120326
public user want able list lki measurements via open api,1.0,closed,Story,Normal,1,1,120324
public user want able list measurements via open api,1.0,closed,Story,Normal,1,1,120323
public user want able list measurements station via open api,1.0,closed,Story,Normal,1,1,120322
public user want able retrieve station via open api,1.0,closed,Story,Normal,1,1,120321
public user want able list stations via open api,1.0,closed,Story,Normal,1,1,120320
public user want able list organisations via open api,1.0,closed,Story,Normal,1,1,120319
public user want able retrieve component via open api,1.0,closed,Story,Normal,1,1,120318
public user want able list components via open api,1.0,closed,Story,Normal,1,1,120317
user want able list component configurations stations via closed api,1.0,closed,Story,Normal,1,1,120316
user want able delete component configuration station via closed api,1.0,closed,Story,Normal,1,1,120315
user want able update component configuration station via closed api,1.0,closed,Story,Normal,1,1,120314
user want able retrieve component configuration station via closed api,1.0,closed,Story,Normal,1,1,120313
user want able create component configuration station via closed api,3.0,closed,Story,Normal,1,1,120312
user want able list concentrations rivm ascii via closed api,1.0,closed,Story,Normal,1,1,120311
user want able retrieve concentration rivm ascii via closed api,1.0,closed,Story,Normal,1,1,120310
user want able list users via closed api,1.0,closed,Story,Normal,1,1,120309
user want able delete user via closed api,1.0,closed,Story,Normal,1,1,120308
user want able update user via closed api,1.0,closed,Story,Normal,1,1,120307
user want able retrieve user via closed api,1.0,closed,Story,Normal,1,1,120305
user want able create user via closed api,3.0,closed,Story,Normal,1,1,120304
user want able list report component configurations sos via closed api,1.0,closed,Story,Normal,1,1,120303
user want able delete report component configuration sos via closed api,1.0,closed,Story,Normal,1,1,120302
user want able update report component configuration sos via closed api,1.0,closed,Story,Normal,1,1,120301
user want able retrieve report component configuration sos via closed api,1.0,closed,Story,Normal,1,1,120300
user want able create report component configuration sos via closed api,1.0,closed,Story,Normal,1,1,120299
user want able list report configuration component mappings sos via closed api,1.0,closed,Story,Normal,1,1,120298
user want able delete report configuration component mapping sos via closed api,1.0,closed,Story,Normal,1,1,120297
user want able update report configuration component mapping sos via closed api,1.0,closed,Story,Normal,1,1,120296
user want able retrieve report configuration component mapping sos via closed api,1.0,closed,Story,Normal,1,1,120295
user want able create report configuration component mapping sos via closed api,3.0,closed,Story,Normal,1,1,120294
user want able list report configurations sos via closed api,1.0,closed,Story,Normal,1,1,120293
user want able delete report configuration sos via closed api,1.0,closed,Story,Normal,1,1,120292
user want able update report configuration sos via closed api,1.0,closed,Story,Normal,1,1,120291
user want able retrieve report configuration sos via closed api,1.0,closed,Story,Normal,1,1,120290
user want able create report configuration sos via closed api,3.0,closed,Story,Normal,1,1,120289
user want able list documents via closed api,1.0,closed,Story,Normal,1,1,120287
user want able detete document via closed api,1.0,closed,Story,Normal,1,1,120286
user want able update document via closed api,1.0,closed,Story,Normal,1,1,120285
user want able create document via closed api,5.0,closed,Story,Normal,1,1,120284
user want able list rights via closed api,1.0,closed,Story,Normal,1,1,120283
user want able list profiles roles via closed api,1.0,closed,Story,Normal,1,1,120282
user want able delete profile role via closed api,1.0,closed,Story,Normal,1,1,120281
user want able update profile role via closed api,1.0,closed,Story,Normal,1,1,120280
user want able create profile role via closed api,3.0,closed,Story,Normal,1,1,120279
user want able retrieve profile role via closed api,1.0,closed,Story,Normal,1,1,120278
user want able list organisations via closed api,1.0,closed,Story,Normal,1,1,120277
user want able delete organisation via closed api,1.0,closed,Story,Normal,1,1,120276
user want able update organisation via closed api,1.0,closed,Story,Normal,1,1,120275
user want able retrieve organisation via closed api,1.0,closed,Story,Normal,1,1,120274
user want able create organisation via closed api,3.0,closed,Story,Normal,1,1,120273
user want able list provinces via closed api,1.0,closed,Story,Normal,1,1,120272
user want able delete province via closed api,1.0,closed,Story,Normal,1,1,120271
user want able update province via closed api,1.0,closed,Story,Normal,1,1,120270
user want able create province via closed api,3.0,closed,Story,Normal,1,1,120269
user want able retrieve province via closed api,1.0,closed,Story,Normal,1,1,120268
user want able list municipalities via closed api,1.0,closed,Story,Normal,1,1,120267
user want able delete municipality via closed api,1.0,closed,Story,Normal,1,1,120266
user want able update municipality via closed api,1.0,closed,Story,Normal,1,1,120265
user want able retrieve municipality via closed api,1.0,closed,Story,Normal,1,1,120264
user want able create municipality via closed api,3.0,closed,Story,Normal,1,1,120263
user want able list measurements via closed api,1.0,closed,Story,Normal,1,1,120262
user want able retrieve measurement via closed api,1.0,closed,Story,Normal,1,1,120261
user want able list history processed files via closed api,1.0,closed,Story,Normal,1,1,120260
user want able list component limits via closed api,1.0,closed,Story,Normal,1,1,120259
user want able delete component limit via closed api,1.0,closed,Story,Normal,1,1,120258
user want able update component limit via closed api,1.0,closed,Story,Normal,1,1,120257
user want able retrieve component limit via closed api,1.0,closed,Story,Normal,1,1,120256
user want able create component limit via closed api,3.0,closed,Story,Normal,1,1,120255
user want able list components via closed api,1.0,closed,Story,Normal,1,1,120254
user want able delete component via closed api,1.0,closed,Story,Normal,1,1,120252
user want able update component via closed api,1.0,closed,Story,Normal,1,1,120251
user want able retieve component via closed api,1.0,closed,Story,Normal,1,1,120250
user want able create component via closed api,3.0,closed,Story,Normal,1,1,120249
user want able list stations via closed api,1.0,closed,Story,Normal,1,1,120248
user want able delete station via closed api,1.0,closed,Story,Normal,1,1,120247
user want able update station via closed api,1.0,closed,Story,Normal,1,1,120246
user want able retrieve station via closed api,1.0,closed,Story,Normal,1,1,120245
user want able create station via closed api,3.0,closed,Story,Normal,1,1,120244
developer want structured base setup,8.0,closed,Story,Normal,1,1,120243
user want basic authentication authorization,5.0,closed,Story,Normal,1,1,120241
onderzoek alternatieve flow voor het filteren van meetdata,5.0,closed,Story,Normal,1,1,81215
type aan een station kunnen toekennen de admin,3.0,closed,Story,Normal,1,1,81214
koppeling tussen stations uit luchtmeetnet en uit de api,3.0,closed,Story,Normal,1,1,81213
meetdata filteren op type meting voor een gekozen component,3.0,closed,Story,Normal,1,1,81206
analyst want receive impressions linkedin posts social media track reach social posts,8.0,active,Story,Normal,1,1,123693
analyst want receive impressions instagram posts social media track reach social posts,8.0,active,Story,Normal,1,1,123692
mt want see counter number visualization take decisions based metrics,1.0,active,Story,Normal,1,1,123679
analyst want calculate revenu forecast fy2020 predict expected revenu fy2020,2.0,active,Story,Normal,1,1,123675
analyst want calculate revenu forecast next month 1 predict expected revenu next month 1,2.0,active,Story,Normal,1,1,123674
analyst want calculate revenu forecast next month predict expected revenu next month,2.0,active,Story,Normal,1,1,123673
analyst want calculate revenu forecast month predict expected revenu month,2.0,active,Story,Normal,1,1,123672
mt want see revenu forecast visualization take decisions based metrics,1.0,active,Story,Normal,1,1,123671
mt want see pipeline conversion visualization take decisions based metrics,3.0,active,Story,Normal,1,1,123669
mt want see days new client visualization take decisions based metrics,2.0,active,Story,Normal,1,1,123668
mt want see mql visualization take decisions based metrics,2.0,active,Story,Normal,1,1,123667
analyst want store mql data hubspot visualize track progress towards mql goal,8.0,active,Story,Normal,1,1,123666
mt want see website impressions visualization take decisions based metrics,3.0,active,Story,Normal,1,1,123665
analyst want receive amount visitors label website measure reach social posts,1.0,active,Story,Normal,1,1,123664
analyst want receive impressions facebook posts social media track reach social posts,8.0,active,Story,Normal,1,1,123663
code correcting theres data yesterdaytoday,2.0,closed,Taak,Normal,1,1,82724
make backend workable multiple statistics,2.0,closed,Taak,Normal,1,1,81844
change error handling data,1.0,closed,Taak,Normal,1,1,81843
change new frontend work backend,1.0,closed,Taak,Normal,1,1,81841
import chrome saving screenshots,1.0,closed,Taak,Normal,1,1,81839
add extra view show top 5 applications,2.0,closed,Taak,Normal,1,1,81832
add percentage growth label applications,2.0,closed,Taak,Normal,1,1,81830
change sacrud table sorting nicer view,2.0,closed,Verbetering,Normal,1,1,80510
deletable applications statistics,2.0,closed,Taak,Normal,1,1,80472
fe make applications sortable variable,1.0,closed,Taak,Normal,1,1,80461
transfer documentation confluence apiary,1.0,closed,Taak,Normal,1,1,80437
change code work dates instead days,2.0,closed,Taak,Normal,1,1,80435
make applications sortable based stats,2.0,closed,Taak,Normal,1,1,80428
create url image generated voicy,1.0,closed,Taak,Normal,1,1,80426
create image voicy intregration,2.0,closed,Taak,Normal,1,1,80425
make application sortable nameactive,2.0,closed,Taak,Normal,1,1,80424
calc trend stats app,2.0,closed,Taak,Normal,1,1,80423
change data model work new formats,1.0,closed,Taak,Normal,1,1,79913
fixing page found another error message,1.0,closed,Verbetering,Normal,1,1,79847
build endpoint bydehand data pushing,1.0,closed,Taak,Normal,1,1,79802
create api documentation users,2.0,closed,Taak,Normal,1,1,78773
validate data retrieved,1.0,closed,Taak,Normal,1,1,78770
save data models database,1.5,closed,Taak,Normal,1,1,78768
generate list urls dashboard name,1.0,closed,Taak,Normal,1,1,78757
add view frontend get stats data specific dashboard,2.0,closed,Taak,Normal,1,1,78754
build route controller getting specific dashboard,2.0,closed,Taak,Normal,1,1,78751
change sacrud work new model structure,2.0,closed,Taak,Normal,1,1,78749
setup models project install alembic,1.5,closed,Taak,Normal,1,1,78743
amsterdamrotterdam sticker binnenkomst,3.0,active,Taak,Normal,1,1,110804
label want video visualize case,2.0,closed,Story,Normal,1,1,128891
label want results block show outcome project,2.0,closed,Story,Normal,1,1,128890
label want quote block quote client,2.0,closed,Story,Normal,1,1,128889
label want feature block highlight features,3.0,closed,Story,Normal,1,1,128888
label want image visualize case,1.0,closed,Story,Normal,1,1,128887
label want intro text introduce case,1.0,closed,Story,Normal,1,1,128886
label want project info share details project,1.0,closed,Story,Normal,1,1,128885
label want header case clear case,2.0,closed,Story,Normal,1,1,128884
user want able subscribe newsletter always date newest content,5.0,closed,Story,Normal,1,1,128337
label want header homepage us visitor knows,5.0,closed,Story,Normal,1,1,128336
label want stories shown stories page interesting content stays online,5.0,closed,Story,Normal,1,1,128335
designer want consistent quote quote fits overall page,2.0,closed,Story,Normal,1,1,117124
user want related content optional also get information label case,2.0,closed,Story,Normal,1,1,117104
user want see multiple stories visit via mobile get see everything label,3.0,closed,Story,Normal,1,1,117086
copywriter want use breakline clear final paragraph starting,1.0,closed,Story,Normal,1,1,117085
designer want correct vertical spacing blocks website easier scan,2.0,closed,Story,Normal,1,1,117084
designer want correct way showing header titles new parts content easier scan,2.0,closed,Story,Normal,1,1,117083
label content creator want manually chose related content stories add related content easily make better flow website,2.0,closed,Verbetering,Normal,1,1,116994
user want option view project online app store try project read,3.0,closed,Story,Normal,1,1,116651
label want users leave contact details download slides previous events get value giving away content,3.0,closed,Story,Normal,1,1,116330
label want users leave contact details download content get value giving away downloads,3.0,closed,Story,Normal,1,1,116328
label want able retrieve information employees able show information platforms,3.0,closed,Story,Normal,1,1,116276
label want import talkslabelanl current website users know host talks well,2.0,closed,Verbetering,Normal,1,1,116225
user want add phone number contact form easier label contact,2.0,closed,Story,Normal,1,1,116089
label want see page user registered easier track behavior,3.0,closed,Story,Normal,1,1,116088
user want add organisation contact form easier label contact,3.0,closed,Story,Normal,1,1,116073
user want read facts figures case get insight project went,2.0,closed,Story,Normal,1,1,116060
user want view related cases bottom page easier navigate cases,2.0,closed,Story,Normal,1,1,116058
user want read quotes client case page get know side project,3.0,closed,Story,Normal,1,1,116057
user want read content specific case get clear understanding label within project,3.0,closed,Story,Normal,1,1,116056
user want cta form contact block easier oscar freya contact directly,3.0,closed,Verbetering,Normal,1,1,115953
user want leave contact details every page label contact directly,2.0,closed,Verbetering,Normal,1,1,115946
content marketer want specific highlight block trigger user read highlighted content,3.0,closed,Verbetering,Normal,1,1,115945
user want view older events get insight label hosted past,3.0,closed,Story,Normal,1,1,115810
user want see next upcoming event talks page know event attend,2.0,closed,Story,Normal,1,1,115809
user dont want see duplicate blocks stories page page includes unique content,3.0,closed,Story,Normal,1,1,115473
label want send users thank users data better track users,3.0,closed,Story,Normal,1,1,115391
label want add email template activecampaign users get label branded emails soon leave contact information,5.0,closed,Story,Normal,1,1,115390
label want add form leave contact details generate leads,3.0,closed,Story,Normal,1,1,115389
label want add download form supplied prospex content trigger user download content,3.0,closed,Verbetering,Normal,1,1,115334
label want add related pages lure user internal content subject,3.0,closed,Story,Normal,1,1,115302
label want include header image lure user,2.0,closed,Verbetering,Normal,1,1,115244
label want add download form supplied prospex trigger user download content,5.0,closed,Verbetering,Normal,1,1,115234
user want read detailed content specific domain get inspired,3.0,closed,Verbetering,Normal,1,1,115233
designer want one consistent font styling website easy read,3.0,closed,Story,Normal,1,1,115068
label want consistent scalable service page share others,2.0,closed,Story,Normal,1,1,115064
data analyst want able see search console data analytics,1.0,closed,Nieuw kenmerk,Normal,1,1,115055
user want website interactive fast dont wait,5.0,closed,Story,Normal,1,1,115053
label want website lighthouse score best practices 100 follow latest web standards,1.0,closed,Story,Normal,1,1,115052
label want components visible white component white background wont disappear,3.0,closed,Story,Normal,1,1,115051
label want website lighthouse score pwa 90 users visit website offline,2.0,closed,Story,Normal,1,1,115049
label want website lighthouse score accessibility least 100 everyone visit experience website regardless disabilities,3.0,closed,Story,Normal,1,1,115048
user want use little kb possible loading website dont wait,3.0,closed,Story,Normal,1,1,115047
developer want move navigation mobile well modules inside page module clear structure every module related whole page,1.0,closed,Verbetering,Normal,1,1,115035
user want view youtube video instead html5 video career page rendering video whole website every device use,1.0,closed,Verbetering,Normal,1,1,115034
user want see placeholders team section discipline detail page career website doesnt jump soon client loaded,3.0,closed,Verbetering,Normal,1,1,115033
label developers want npm package tree shaked used components loaded inside project,3.0,closed,Story,Normal,1,1,115031
