title,story_points,state,type,priority,board_id,sprint_id,issue_id
als gebruiker wil ik uitleg krijgen de krat zodat ik weet hoe het werkt,2.0,closed,Story,Normal,1,1,112280
als gebruiker wil ik uitleg krijgen bestellen van producten zodat ik weet hoe het werkt,2.0,closed,Story,Normal,1,1,112279
als gebruiker wil ik uitleg krijgen de snelbestellijst zodat ik weet hoe het werkt,8.0,closed,Story,Normal,1,1,112278
als zorgboodschap wil ik dat de leverancier offsets worden meegenomen zodat bestellers het juiste assortiment zien,8.0,closed,Story,Normal,1,1,112274
als zorgboodschap wil ik een melding kunnen plaatsen het platform zodat gebruikers genformeerd worden belangrijke meldingen,5.0,closed,Story,Normal,1,1,112201
als ontwikkelaar wil ik dat alle berichten die geproduceerd worden naar de message broker voldoet aan eenzelfde protocol zodat alle andere services dit op dezelfde manier kunnen verwerken,1.0,closed,Verbetering,ALARM,1,1,112088
als ontwikkelaar wil ik dat alle inkomende verzoeken via een api gateway loopt en analytics op toegepast kan worden zodat aanpassingen aan de interne services geen effect heeft op externe applicaties en er inzicht word verkregen de bottlenecks,5.0,closed,Story,Normal,1,1,112082
als privacy officer wil ik dat berichten niet langer dan nodig de message broker blijven staan zodat de impact bij inbreuk lager wordt,3.0,closed,Story,ALARM,1,1,112079
als ontwikkelaar wil ik dat nieuw gemaakte producten naar de message broker worden verzonden volgens het nieuwe format zodat andere services deze informatie kunnen verwerken,2.0,closed,Story,Normal,1,1,112077
als ontwikkelaar wil ik dat de component die informatie van pim verwerkt de product functionaliteit overneemt die nu de huidige component zit,3.0,closed,Story,Normal,1,1,112076
als ontwikkelaar wil ik dat de component die informatie van zbmx verwerkt als een afzonderlijke service wordt opgezet zodat impact op andere services geen invloed hebben,3.0,closed,Story,ALARM,1,1,112075
als ontwikkelaar wil ik dat nieuw gemaakte orders en gepdatete orders naar de message broker worden verzonden zodat andere services deze informatie kunnen verwerken,5.0,closed,Story,Normal,1,1,112073
als vcn wil ik weten wat een alternatieve homepage voor mobile zodat de gebruiker een beter overzicht krijgt van nieuws en aanbiedingen,2.0,closed,Story,Normal,1,1,111956
als developer wil ik de flow van een bestelling maken testen zodat zonder zorgen kunnen deployen,3.0,closed,Story,Normal,1,1,111913
als zorgboodschap wil ik dat eenmalige leverdagen getoond worden de webshop zodat de planning van leveringen kunnen benvloeden,8.0,closed,Story,Normal,1,1,111908
productcontrols debounce toevoegen op de bestellingspagina,1.0,closed,Verbetering,Normal,1,1,111820
als zorgboodschap willen wij gebruikers prijzen exclusief btw tonen zodat zij bestellen met de voor hun bepaalde btw waarde,3.0,closed,Story,Kritiek,1,1,103661
als gebruiker wil ik mijn snelbestellijst dupliceren zodat ik hem kan gebruiken bij een andere ontvanger,5.0,closed,Story,Normal,1,1,105605
als gebruiker wil ik zien welke velden ik gewijzigd heb de snelbestellijst zodat ik weet wat ik wijzig,3.0,closed,Story,Normal,1,1,111620
als gebruiker wil ik een betere keuze krijgen bij het navigeren tussen weken de snelbestellijst,3.0,closed,Verbetering,Normal,1,1,111619
als gebruiker wil ik vanaf de bestelomgeving naar mijn omgeving browsen om mijn account te managen,1.0,closed,Story,Normal,1,1,111608
als gebruiker wil ik genformeerd worden als ik mijn budget ga zodat ik actie kan ondernemen,5.0,closed,Story,Normal,1,1,106340
als zorgboodschap wil ik toegang hebben tot statistieken het gebruik zodat ik het platform kan verbeteren,3.0,closed,Story,Normal,1,1,111349
als gebruiker wil ik vanuit de homepage producten kunnen bestellen zodat ik uitgelichte producten kan bestellen,3.0,closed,Story,Normal,1,1,111289
als gebruiker wil ik de snelbestellijst kunnen zien ik voor de geselecteerde dag al wat besteld heb zodat ik geen dubbele producten bestel,3.0,closed,Story,Normal,1,1,111288
als gebruiker wil ik kunnen navigeren binnen het zoekbeheer gedeelte zodat ik de juiste data kan beheren,1.0,closed,Story,Normal,1,1,111260
als gebruiker wil ik de status van een bestelling kunnen zien zodat ik weet ik actie moet ondernemen op een bestelling,2.0,closed,Story,Normal,1,1,111255
als zorgboodschap willen wij dat merken hoger komen op een specifieke zoekterm zodat tijdens het zoeken bepaalde producten hoger de resultaten komen,8.0,closed,Story,Normal,1,1,111240
als zorgboodschap willen wij managen dat meerdere producten hoger komen de search adhv merk zodat deze merken hoger komen de resultaten,8.0,closed,Story,Normal,1,1,111239
als gebruiker wil ik snel kunnen zien ik een bestelling heb staan en wat daar de prijs van zodat ik hier rekening mee kan houden bij het bestellen van producten,3.0,closed,Story,Normal,1,1,111073
als developer wil ik dat de pim producten correct worden gemporteerd zodat er een volledig aanbod aan producten bekend,3.0,closed,Story,Normal,1,1,111015
als developer wil ik dat de verkoopkanalen opgeslagen worden zodat ik kan bepalen wat de hirarchie voor een ontvanger,2.0,closed,Story,Normal,1,1,110971
als gebruiker wil ik weten mijn order definitief zodat ik rekening kan houden dat deze binnenkomt,5.0,closed,Story,Normal,1,1,110960
als gebruker wil ik een product verwijderen uit mijn bestelling zodat het niet geleverd wordt,2.0,closed,Story,Normal,1,1,110959
als gebruiker wil ik mijn bestellingsoverzicht de aantallen aan kunnen passen zodat ik het juiste aantal producten ontvang,3.0,closed,Story,Normal,1,1,110931
als developer wil ik het concept krat verwijderen zodat het niet meer voor komt het platform,2.0,closed,Story,Normal,1,1,110930
als gebruiker wil ik een order kunnen verwijderen zodat ik hem niet geleverd krijgt,2.0,closed,Story,Normal,1,1,110919
als gebruiker wil ik een product toevoegen aan mijn bestelling zodat het product direct besteld,5.0,closed,Story,Normal,1,1,110918
als gebruiker wil op mijn snelbestellijst print zien op welke dagen ik wel en welke dagen ik niet kan bestellen zodat ik niet een dag invul waarop ik niet kan bestellen,2.0,closed,Verbetering,Normal,1,1,110890
als vcn wil ik dat de prijzen specifiek voor de ontvanger worden getoond zodat de klant weet wat een product kost,5.0,closed,Story,Normal,1,1,110883
als developer wil ik dat de juiste prijzen opgestuurd en opgeslagen worden voor een bestelling zodat de klant het juiste bedrag gefactureerd krijgt,3.0,closed,Story,Normal,1,1,110882
als developer wil ik het algoritme implementeren voor het bepalen van prijzen zodat ik de juiste prijs voor een ontvanger kan bepalen,8.0,closed,Story,Normal,1,1,110877
als developer wil ik een rapport waaruit blijkt welke aanpak voor prijzen berekeningen toereikend zodat ik de prijzen efficient kan berekenen,5.0,closed,Story,Normal,1,1,110876
als developer wil ik dat de zbmx prijsgegevens gesynchroniseerd worden met de webshop zodat deze de webshop gebruikt kunnen worden om de juiste prijs weer te geven,3.0,closed,Story,Normal,1,1,110875
als developer wil ik de prijzen structuur opbouwen zodat hiermee voor ontvangers prijzen berekend kunnen worden,3.0,closed,Story,Normal,1,1,110871
als gebruiker wil ik de snelbestellijst een order kunnen plaatsen op een dag waarop ik al besteld heb zodat ik deze producten dezelfde levering kan ontvangen,3.0,closed,Verbetering,Normal,1,1,110863
als developer wil ik dat de zbmx beschikbaarheid gegevens gesynchroniseerd worden met de webshop,3.0,closed,Story,Normal,1,1,110851
als developer wil ik dat de status van een request via de http status gecontroleerd wordt ipv via http response code zodat het platform consistent werkt en minder onderhoud nodig bij foutafhandeling,1.0,closed,Verbetering,Normal,1,1,110845
als gebruiker wil ik een specifiek productvariant toevoegen aan een snelbestellijst zodat ik de keuze heb welke variant ik toe voeg,5.0,closed,Story,Normal,1,1,110718
als gebruiker wil ik kunnen uitloggen als ik op een foutpagina terecht kom zodat ik niet vast kom te zitten op de foutpagina,1.0,closed,Story,Normal,1,1,110681
als gebruiker wil ik het weten als er geen ontvangers opgehaald kunnen worden zodat ik weet wat voor actie ik moet ondernemen,1.0,closed,Story,Normal,1,1,110679
als developer wil ik dat de klantgroepgegevens uit zbmx actueel zijn met zb zodat vcn kan bijwerken welke organisatie onder welke klantgroep valt,2.0,closed,Story,Normal,1,1,110609
als developer wil ik bepalen wat de beschikbaarheid van een product voor een besteller zodat de eindgebruiker producten te zien krijgt die vcn heeft geselecteerd,8.0,closed,Story,Normal,1,1,110342
als developer wil ik mock data genereren voor beschikbaarheidassortiment zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,1.0,closed,Story,Normal,1,1,110340
als developer wil ik mock data genereren voor beschikbaarheidproductitem zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,3.0,closed,Story,Normal,1,1,110339
als developer wil ik mock data genereren voor segment zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,2.0,closed,Story,Normal,1,1,110338
als developer wil ik mock data genereren voor productitemassortimenten zodat ik de beschikbaarheid functionaliteit kan testen zonder te moeten wachten op de api van zbmx,2.0,closed,Story,Normal,1,1,110337
als developer wil ik dat de beschikbaarheidsgegevens uit zbmx actueel met zb zodat vcn kan bijwerken wie welke beschikbaarheid heeft,5.0,closed,Story,Normal,1,1,110323
als developer wil ik stress tests uitvoeren op de bepaling van beschikbaarheid zodat ik kan bepalen de huidige oplossing toereikend op grote schaal,8.0,closed,Story,Normal,1,1,110312
als developer wil ik de door vcn een later stadium ingevoerde beschikbaarheidsgegevens uit zbmx opslaan zorgboodschap zodat de meest relevante productbeschikbaarheden kunnen tonen,3.0,closed,Story,Normal,1,1,110309
als gebruiker wil ik zien wat het hartje betekent een productframe zodat ik kan bepalen ik dit omzet een actie,1.0,closed,Story,Normal,1,1,110294
als vcn wil ik dat de servicelevelkosten worden toegevoegd aan een bestelling zodat dit voor de rekening van de klant,5.0,closed,Story,High,1,1,110219
als gebruiker wil ik een foutpagina krijgen als er een onduidelijke fout opgetreden zodat ik weet hoe ik mijn reis verder voortzet,3.0,closed,Story,Normal,1,1,109972
als gebruiker wil ik een foutpagina krijgen als ik naar een verkeerde url ga zodat ik weet hoe ik mijn reis verder voortzet,3.0,closed,Story,Normal,1,1,109971
als gebruiker wil ik zien dat ik ben ingelogd zodat ik weet dat ik de juiste data te zien krijg,3.0,closed,Story,Normal,1,1,109966
als gebruiker wil ik de bestellingen en kratten ophalen voor alleen mijn ontvangers zodat ik weet welke bestellingen en kratten geplaatst zijn,2.0,closed,Story,Normal,1,1,109964
als gebruiker wil ik de kalender ophalen voor alleen mijn ontvangers zodat ik weet wat er de kalender staat,2.0,closed,Story,Normal,1,1,109963
als gebruiker wil ik de krat ophalen voor alleen mijn ontvangers zodat ik weet welke krat open staat,2.0,closed,Story,Normal,1,1,109961
als gebruiker wil ik een overzicht van snelbestellijsten voor alleen mijn ontvangers waar ik voor mag bestellen zodat ik weet welke snelbestellijsten ik kan gebruiken,2.0,closed,Story,Normal,1,1,109960
als gebruiker wil ik een overzicht van bestellingen voor alleen mijn ontvangers waar ik voor mag bestellen zodat ik weet wat er besteld,2.0,closed,Story,Normal,1,1,109959
als gebruiker wil ik kunnen uitloggen zodat niemand anders mijn sessie kan gebruiken,3.0,closed,Story,Normal,1,1,109957
als zorgboodschap wil ik nieuwe gebruikers een mail kunnen sturen met daarin een link zodat de gebruiker zijn account kan activeren,1.0,closed,Story,Normal,1,1,109956
als vcn wil ik dat er een account aangemaakt wordt als er een besteller wordt aangemaakt het crm zodat de besteller toegang krijgt tot het platform,3.0,closed,Story,Normal,1,1,109955
als gebruiker wil ik dat mijn leverdag automatisch gekozen word wanneer ik van ontvanger wissel zodat mijn leverdag niet blijft staan op een dag die niet beschikbaar,2.0,closed,Story,Normal,1,1,109749
als ontwikkelaar wil ik weten welke onderdelen van de applicatie cruciaal zijn voor de business en welke fout afhandeling gewenst,5.0,closed,Story,Normal,1,1,109741
als gebruiker wil ik mijn snelbestellijst per dag de beschikbaarheid van een product zien zodat ik weet wat ik nog kan bestellen,5.0,closed,Verbetering,Normal,1,1,109680
als de opgeslagen localstorage ontvanger niet meer bestaat dan moet hij verwijderd worden uit de localstorage en moet de gebruiker een nieuwe ontvanger kiezen,2.0,closed,Verbetering,Normal,1,1,109636
als gebruiker wil ik mijn bestellingen terug kunnen zien de kalender zodat ik snel een overzicht kan zien van wanneer ik mijn bestellingen kan verwachten,1.0,closed,Story,Normal,1,1,109635
als gebruiker wil ik dat als de ontvangstdatum wijzigt dat ik de bijbehorende producten te zien krijg zodat ik de juiste product informatie te zien krijg,3.0,closed,Story,Normal,1,1,109570
als gebruiker wil ik de snelbestellijsten van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,1.0,closed,Story,Normal,1,1,109562
als gebruiker wil ik de notificaties van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,1.0,closed,Story,Normal,1,1,109560
als developer wil ik weten de zbmx stamgegevens specificatie nageleefd,3.0,closed,Taak,Normal,1,1,109558
als developer wil ik weten de zmbx order specificatie nageleefd,3.0,closed,Taak,Normal,1,1,109557
productcontrol toevoegen knop pas actief maken als er een wijziging geweest,1.0,closed,Verbetering,Normal,1,1,109518
als developer wil ik dat al mijn modules automatisch opgezet worden met inversion control zodat het aantal koppelingen tussen modules afneemt,8.0,closed,Taak,Normal,1,1,109500
als gebruiker wil ik dat de eerst beschikbare leverdag automatisch geselecteerd wordt zodat ik altijd de juiste eerst volgende leverdag te zien krijg,2.0,closed,Story,Normal,1,1,109483
als gebruiker wil ik van ontvanger kunnen wisselen zodat ik kan zien wat er beschikbaar en het bezorgd kan worden op het juiste afleveradres,3.0,closed,Story,Normal,1,1,109358
hernoem accountid naar userid voor consistentie door het platform,1.0,closed,Taak,Normal,1,1,109357
ontvanger fallback moet verwijderd worden uit de api,1.0,closed,Taak,Normal,1,1,109355
als gebruiker wil ik de bestellingen en kratten van mijn ontvanger op kunnen halen zodat ik kan zien wat voor transacties nog openstaan voor de ontvanger,1.0,closed,Story,Normal,1,1,109354
als gebruiker wil ik de homepage van mijn ontvanger op kunnen halen zodat ik kan zien wat voor deals er zijn voor de ontvanger,2.0,future,Story,Normal,1,1,109353
als gebruiker wil ik de calendar op kunnen halen van mijn ontvanger zodat ik kan zien wat voor evenementen er aankomen voor de ontvanger,1.0,closed,Story,Normal,1,1,109352
als gebruiker wil ik het budget op kunnen halen van mijn ontvanger zodat ik per ontvanger het budget kan bijhouden,1.0,closed,Story,Normal,1,1,109351
als gebruiker wil ik de krat op kunnen halen van mijn ontvanger zodat ik kan zien wat ik mijn krat heb voor de geselecteerde ontvanger,3.0,closed,Story,Normal,1,1,109350
als developer wil ik weten de zmbx crm specificatie nageleefd,3.0,closed,Taak,Normal,1,1,109348
als gebruiker wil ik bij het wisselen van leverdag kunnen zien er voor die dag al een krat bestelling staat zodat ik een goed overzicht heb wanneer ik kan bestellen,3.0,closed,Story,Normal,1,1,109282
calendar refactoren zodat zowel desktop als mobiel dezelfde library gebruiken,5.0,closed,Verbetering,Normal,1,1,108926
als gebruiker wil ik de ontvanger selecteren zodat ik aan de hand van deze ontvanger de bijbehorende data krijg,5.0,closed,Story,Normal,1,1,108826
onderzoek naar hoe de nieuwe adder het meest logisch kunnen bouwen,1.0,closed,Taak,Normal,1,1,108691
als gebruiker wil ik zien een product een bestelartikel zodat ik weet dat ik voortijdig een bestelling moet plaatsen,5.0,closed,Story,Normal,1,1,108689
als gebruiker wil ik zien een product leverbaar op de door mij gekozen datum zodat ik weet ik het product nog kan bestellen,5.0,closed,Story,Normal,1,1,108688
als gebruiker wil ik een overzichtelijke manier hebben om productvarianten te selecteren en toe te voegen aan mijn krat zodat ik de productvarianten goed kan vergelijken op verpakking en prijs,3.0,closed,Story,Normal,1,1,108687
als zorgboodschap wil ik een dieet instellen per menu zodat mensen de juiste producten krijgen,2.0,closed,Story,Normal,1,1,108280
als gebruiker wil ik snel vanuit mijn bestelling nog iets toevoegen zodat het meegenomen wordt mijn bestelling,5.0,future,Story,Normal,1,1,108274
als zorgboodschap wil ik dat de informatie ontvangers beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,3.0,closed,Story,Normal,1,1,108272
als zorgboodschap wil ik dat de informatie bestellers beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,3.0,closed,Story,Normal,1,1,108271
als zorgboodschap wil ik een cyclus opslaan en meteen samenstellen zodat deze gebruikt kan worden,1.0,closed,Story,Normal,1,1,108050
als zorgboodschap wil ik controleren dat er geen dubbele componenten een maaltijd zitten zodat gebruikers een gebalanceerde maaltijd krijgen,3.0,closed,Story,Normal,1,1,108029
als zorgboodschap wil ik een component verwijderen uit een maaltijd zodat deze niet meer besteld wordt,2.0,closed,Story,Normal,1,1,108028
als zorgboodschap wil ik een overzicht van alle menus de cyclus zodat ik voor deze cyclus maaltijden kan samenstellen,3.0,closed,Story,Normal,1,1,108027
als zorgboodschap wil ik een menu samenstellen voor een week zodat er diversiteit de dagen,2.0,closed,Story,Normal,1,1,108025
als zorgboodschap wil ik een component toevoegen aan een maaltijd zodat dit product besteld kan worden,5.0,closed,Story,Normal,1,1,108024
als zorgboodschap wil ik een cyclus opslaan zodat deze gebruikt kan worden,2.0,closed,Story,Normal,1,1,108018
als zorgboodschap wil ik een menu verwijderen zodat gebruikers het menu niet meer kunnen toevoegen,1.0,closed,Story,Normal,1,1,108017
als zorgboodschap wil ik een menu toevoegen zodat gebruikers het menu kunnen toevoegen,2.0,closed,Story,Normal,1,1,108016
als zorgboodschap wil ik de volgorde van menus aanpassen zodat de menus op de juiste volgorde getoond worden,8.0,closed,Story,Normal,1,1,108015
als zorgboodschap wil ik een overzicht van alle toegevoegde menus een cyclus zodat ik snel het juiste menu kan vinden,2.0,closed,Story,Normal,1,1,108014
als zorgboodschap wil ik een overzicht van debiteuren een cyclus zodat ik weet welke debiteuren deze maaltijden kunnen bestellen,3.0,closed,Story,Normal,1,1,108013
als zorgboodschap wil ik meerdere debiteuren toevoegen aan een cyclus zodat meerdere debiteuren dezelfde maaltijden kunnen bestellen,3.0,closed,Story,Normal,1,1,108011
als zorgboodschap wil ik een debiteur toevoegen aan een cyclus zodat deze debiteur maaltijden kan bestellen,3.0,closed,Story,Normal,1,1,108010
als zorgboodschap wil ik een overzicht van deelnemers een cyclus zodat ik weet welke deelnemers deze maaltijden kunnen bestellen,3.0,closed,Story,Normal,1,1,108009
als zorgboodschap wil ik meerdere deelnemers toevoegen aan een cyclus zodat meerdere deelnemers dezelfde maaltijden kunnen bestellen,3.0,closed,Story,Normal,1,1,108007
als zorgboodschap wil ik een deelnemer toevoegen aan een cyclus zodat deze deelnemer maaltijden kan bestellen,3.0,closed,Story,Normal,1,1,108006
als zorgboodschap wil ik een cyclus verwijderen zodat er niet meer besteld kan worden van deze cyclus,2.0,closed,Story,Normal,1,1,108005
als zorgboodschap wil ik een cyclus op inactief zetten zodat ik hem vast klaar heb staan voor een volgende keer,1.0,closed,Story,Normal,1,1,108004
als zorgboodschap wil ik een cyclus toevoegen zodat klanten de juiste maaltijden krijgen,8.0,closed,Story,Normal,1,1,108003
als zorgboodschap wil ik een overzicht van alle lopende cycli zodat ik snel de juiste cyclus kan vinden,5.0,closed,Story,Normal,1,1,108002
als gebruiker wil ik mijn oude orders kunnen inzien zodat ik deze oude bestellingen kan controleren,5.0,closed,Story,Normal,1,1,107873
als besteller wil ik kunnen zoeken ontvangers voor een bestelling zodat ik snel de juiste ontvanger kan selecteren,3.0,closed,Story,Low,1,1,107863
als besteller wil ik kunnen aangeven wie de ontvanger van de bestelling zodat zorgboodschap weet dat de ontvanger bepaalde producten wil,3.0,closed,Story,Normal,1,1,107842
als zorgboodschap wil ik dat de informatie organisaties beschikbaar de webshop zodat wij kunnen beheren welke persoon een bestelling kan plaatsen voor een bepaalde ontvanger,5.0,closed,Story,Normal,1,1,107841
als zorgboodschap wil ik dat de product offsets van egalit de webshop zitten zodat de klant weet een product beschikbaar voor de gekozen leverdag,1.0,closed,Story,Normal,1,1,107840
als besteller wil ik weten op welke dagen ik een levering kan plaatsen zodat ik op tijd mijn bestelling kan doorgeven aan zorgboodschap,8.0,closed,Story,Normal,1,1,107839
als gebruiker wil ik weten dat mijn snelbestellijst orders nog niet bevestigd zijn zodat ik niet per ongeluk een order weggooi,3.0,closed,Story,Normal,1,1,107663
als gebruiker wil weten mijn bestelling bestellingen succesvol geplaatst zijn zodat ik zeker weet dat zorgboodschap mijn bestelling behandeling neemt,2.0,closed,Verbetering,Normal,1,1,107657
als gebruiker wil ik orders kunnen plaatsen voor mijn snelbestellijst zodat zorgboodschap weet dat ik bepaalde producten wil,5.0,closed,Story,Normal,1,1,107656
als besteller wil ik een bestelling kunnen plaatsen zodat zorgboodschap weet dat de ontvanger bepaalde producten wil,5.0,closed,Story,Normal,1,1,107655
als developer wil ik graag weten hoeveel gebruikers de website tegelijk kunnen gebruiken zodat ik weet waar het breekpunt zit bij load,8.0,closed,Story,Normal,1,1,107437
als gebruiker wil ik de snelbestellijst kunnen printen zodat ik deze mee kan nemen naar de afdeling,3.0,closed,Story,Normal,1,1,107415
de budgetcoach wil ik de naam van de maand de grafiek zien wanneer ik mijn budgettypes bekijk,0.5,closed,Verbetering,Normal,1,1,106944
het verschil tussen een nietleverdag en een dag uit het verleden enof een dag uit een andere maand nu niet duidelijk de kalender,1.0,closed,Verbetering,Normal,1,1,106475
als gebruiker wil ik de status van mijn onafgeronde bestelling zien zodat ik actie kan ondernemen wanneer dat nodig,3.0,closed,Story,Normal,1,1,106095
als gebruiker wil ik een onafgeronde bestelling zien aanpassen zodat ik de inhoud kan veranderen,8.0,closed,Story,Normal,1,1,106093
als gebruiker wil ik wisselen tussen bestelling overzichten zodat ik een overzichtelijk beeld heb van al mijn bestellingen,1.0,closed,Story,Normal,1,1,106092
als gebruiker wil ik een overzicht van leverdagen zodat ik weet wanneer maaltijden geleverd worden,3.0,closed,Story,Normal,1,1,106086
als gebruiker wil ik weten dat een dag verlopen zodat ik niet voor die dag een bestelling kan plaatsen,1.0,closed,Story,Normal,1,1,106080
als gebruiker wil ik zien welke maand ik mij nu bevind zodat ik mijn maaltijden op het juiste moment bestel,1.0,closed,Story,Normal,1,1,106077
als gebruiker wil ik het weeknummer zien zodat ik mijn maaltijden op het juiste moment bestel,0.5,closed,Story,Normal,1,1,106076
als gebruiker wil ik snel naar de huidige maand en week zodat ik gemakkelijk de juiste datum kan vinden de kalender,1.0,closed,Story,Normal,1,1,106075
als gebruiker wil ik de huidige dag zien zodat ik gemakkelijke de juiste data kan vinden de kalender,0.5,closed,Story,Normal,1,1,106074
als gebruiker wil ik een overzicht van alle dagen de maand zodat ik een totaal overzicht heb,5.0,closed,Story,Normal,1,1,106072
als developer wil ik error logs van gebruikers inzien zodat makkelijker bugs kunnen opsporen,3.0,closed,Story,Normal,1,1,106041
als developer wil ik de dependencies van de functionaliteit van de frontend kaart brengen zodat weten wat de impact van het veranderen van een component,5.0,closed,Story,Normal,1,1,106040
het weekoverzicht van de snelbestellijst mag het rechterpijltje worden verborgen als je niet verder kan scrollen en het linkerpijltje als je de eerste week zit,0.5,closed,Verbetering,Normal,1,1,105912
als gebruiker wil ik bij het plaatsen van een bestelling alle niet beschikbare producten verwijderen zodat ik meteen door kan met bestellen,2.0,closed,Story,Normal,1,1,105736
als gebruiker wil ik de totale prijs per dag zien mijn snelbestellijst zodat ik op de kosten kan letten,5.0,closed,Story,Normal,1,1,105645
als zorgboodschap wil ik kunnen zien op welke dropdowns gebruikers klikken zodat ik de gebruikerservaringinteractie kan verbeteren,1.0,closed,Story,Normal,1,1,105597
als zorgboodschap wil ik kunnen zien op welke links gebruikers klikken zodat ik de gebruikerservaringinteractie kan verbeteren,2.0,closed,Story,Normal,1,1,105596
als developer wil ik orders kunnen ophalen zodat ik het platform verwante functionaliteiten kan doorontwikkelen,3.0,closed,Story,Normal,1,1,105580
als zorgboodschap wil ik kunnen zien op welke cta gebruikers klikken zodat ik de gebruikerservaringinteractie kan verbeteren,1.0,closed,Story,Normal,1,1,105524
als gebruiker wil ik de prijzen van producten zien die op dat moment gelden zodat ik weet hoeveel mijn order kost,5.0,closed,Verbetering,Normal,1,1,105361
update het erd met de laatste wijzigingen zodat problemen sneller gedentificeerd kunnen worden,1.0,closed,Verbetering,Normal,1,1,105353
hernoem mendix module naar vecen module zodat nieuwe ontwikkelaars sneller terecht kunnen bij de juiste module,0.5,closed,Verbetering,Normal,1,1,105352
als ontwikkelaar wil ik uitgebreide documentatie de vecen integratie zodat kritieke issues sneller en door iedereen opgelost kunnen worden,1.0,closed,Story,Normal,1,1,105350
animatie toevoegen ipv loader mijn krat wanneer er tussen dagen gewisseld wordt,1.0,closed,Verbetering,Normal,1,1,104784
bij het aanmaken van een snelbestellijst de modal meteen aanvinken,2.0,closed,Verbetering,Normal,1,1,104781
de bar voor het selecteren van een dag de snelbestellijst laten meescrollen op mobiel,3.0,closed,Verbetering,Normal,1,1,104702
naam van de snelbestellijst tonen de modal bij het verwijderen,1.0,closed,Verbetering,Normal,1,1,104696
het merk van het product staat er niet bij op de snelbestellijst en de krat,1.0,closed,Verbetering,Normal,1,1,104695
als er deze week geen dagen meer zijn waarvoor besteld kan worden alvast de volgende week selecteren de snelbestellijst,2.0,closed,Verbetering,Normal,1,1,104694
als zorgboodschap wil ik een dashboard hebben waarop ik geaggregeerde analytics van de webshop kan zien zodat gemakkelijk beslissingen hierover kan maken,1.0,closed,Story,Normal,1,1,104678
als zorgboodschap wil ik kunnen zien op welke paginas gebruikers zich bevinden zodat ik de load op deze paginas kan inschatten,1.0,closed,Story,Normal,1,1,104677
als gebruiker wil ik mijn snelbestellijst uitprinten met barcode zodat ik hem kan gebruiken om te bestellen met een barcodescanner,2.0,closed,Story,Normal,1,1,104411
als gebruiker wil ik dat mijn onafgeronde orders en mijn snelbestellijsten klikbaar zijn zodat ik sneller en gemakkelijker mijn snelbestellijst order kan inzien,1.0,closed,Verbetering,Normal,1,1,104401
als gebruiker wil ik dat mijn krat automatisch refresht wanneer ik de datum verander,5.0,closed,Story,Normal,1,1,104376
mobile je kan producten snelbestellijst niet verwijderen,3.0,closed,Verbetering,Normal,1,1,104325
als gebruiker wil ik een product kunnen toevoegen aan meerdere snelbestellijsten zodat ik efficienter producten kan toevoegen aan mijn lijsten,3.0,closed,Story,Normal,1,1,104102
als gebruiker wil ik het overzicht van de snelbestellijst de mogelijkheid hebben om alle reeds bestelde producten te kunnen zien van die week zodat ik niet te veel van een bepaald product bestel,8.0,closed,Story,Normal,1,1,104083
als gebruiker wil ik vanuit mijn snelbestellijst van week kunnen wisselen zodat ik mijn snelbestellijst op een andere week kan laten bezorgen,3.0,closed,Story,Normal,1,1,104061
als gebruiker wil ik een snelbestellijst kunnen dupliceren zodat ik gemakkelijk een gevulde lijst kan aanmaken,1.0,closed,Story,Low,1,1,104057
als vcn wil ik weten wat de impact van de prijzen koppeling zodat ik de volgende sprint juist kan indelen met vecen koppelingen,1.0,closed,Story,Normal,1,1,104047
als vcn wil ik weten wat de impact van de order koppeling zodat ik de volgende sprint juist kan indelen met vecen koppelingen,1.0,closed,Story,Normal,1,1,104046
als vcn wil ik weten wat de impact van de verkoopmomenten koppeling zodat ik de volgende sprint juist kan indelen met vecen koppelingen,3.0,closed,Story,Normal,1,1,104045
als gebruiker wil ik zien hoelang ik nog kan bestellen zodat ik op tijd mijn bestelling afrondt,5.0,closed,Story,Normal,1,1,104042
als gebruiker wil ik mijn snelbestellijst uitprinten zodat ik hem intern kan doorgeven,3.0,closed,Story,Normal,1,1,103971
als gebruiker wil ik weten dat ik op een bepaalde dag een product niet kan bestellen zodat je niet onverwacht het product niet geleverd krijgt,3.0,closed,Story,Normal,1,1,103969
als gebruiker wil ik de leverweek van de snelbestellijst zien zodat ik voor de juiste dagen kan bestellen,2.0,closed,Story,Normal,1,1,103968
als gebruiker wil ik de producten de snelbestellijst gecategoriseerd op product groep zodat alle producten netjes bij elkaar staan,8.0,closed,Story,Normal,1,1,103966
